State,Year,Month,Death Counts
NY,2016,September,562
NY,2016,October,576
NY,2016,November,578
NY,2016,December,586
NY,2017,January,590
NY,2017,February,581
NY,2017,March,586
NY,2017,April,580
NY,2017,May,573
NY,2017,June,574
NY,2017,July,574
NY,2017,August,565
NY,2017,September,558
NY,2017,October,547
NY,2017,November,564
NY,2017,December,552
NY,2018,January,553
NY,2018,February,545
NY,2018,March,519
NY,2018,April,515
NY,2015,January,96525
NY,2015,February,97079
NY,2015,March,97885
NY,2015,April,98250
NY,2015,May,98620
NY,2015,June,98695
NY,2015,July,98964
NY,2015,August,99184
NY,2015,September,99349
NY,2015,October,99526
NY,2015,November,99173
NY,2015,December,98476
NY,2016,January,97781
NY,2016,February,97445
NY,2016,March,97131
NY,2016,April,97051
NY,2016,May,96971
NY,2016,June,97038
NY,2016,July,97055
NY,2016,August,97223
NY,2016,September,97410
NY,2016,October,97512
NY,2016,November,98048
NY,2016,December,98766
NY,2017,January,99099
NY,2017,February,99210
NY,2017,March,99308
NY,2017,April,99275
NY,2017,May,99358
NY,2017,June,99706
NY,2017,July,99677
NY,2017,August,99673
NY,2017,September,99700
NY,2017,October,99370
NY,2017,November,99429
NY,2017,December,99800
NY,2018,January,100528
NY,2018,February,100709
NY,2018,March,100640
NY,2018,April,100684
NY,2015,January,1510
NY,2015,February,1519
NY,2015,March,1535
NY,2015,April,1597
NY,2015,May,1622
NY,2015,June,1659
NY,2015,July,1694
NY,2015,August,1733
NY,2015,September,1764
NY,2015,October,1766
NY,2015,November,1789
NY,2015,December,1802
NY,2016,January,1840
NY,2016,February,1915
NY,2016,March,1978
NY,2016,April,2004
NY,2016,May,2023
NY,2016,June,2056
NY,2016,July,2084
NY,2016,August,2123
NY,2016,September,2147
NY,2016,October,2183
NY,2016,November,2219
NY,2016,December,2248
NY,2017,January,2289
NY,2017,February,2289
NY,2017,March,2331
NY,2017,April,2333
NY,2017,May,2401
NY,2017,June,2446
NY,2017,July,2470
NY,2017,August,2482
NY,2017,September,2534
NY,2017,October,2527
NY,2017,November,2501
NY,2017,December,2520
NY,2018,January,2516
NY,2018,February,2463
NY,2018,March,2359
NY,2018,April,2296
NY,2015,January,1172
NY,2015,February,1178
NY,2015,March,1198
NY,2015,April,1257
NY,2015,May,1285
NY,2015,June,1310
NY,2015,July,1348
NY,2015,August,1384
NY,2015,September,1413
NY,2015,October,1413
NY,2015,November,1445
NY,2015,December,1452
NY,2016,January,1499
NY,2016,February,1571
NY,2016,March,1621
NY,2016,April,1644
NY,2016,May,1673
NY,2016,June,1713
NY,2016,July,1752
NY,2016,August,1785
NY,2016,September,1813
NY,2016,October,1854
NY,2016,November,1880
NY,2016,December,1928
NY,2017,January,1956
NY,2017,February,1958
NY,2017,March,1995
NY,2017,April,1999
NY,2017,May,2057
NY,2017,June,2101
NY,2017,July,2120
NY,2017,August,2133
NY,2017,September,2164
NY,2017,October,2150
NY,2017,November,2126
NY,2017,December,2131
NY,2018,January,2118
NY,2018,February,2066
NY,2018,March,1981
NY,2018,April,1921
NY,2015,January,95.36423841
NY,2015,February,95.2600395
NY,2015,March,95.37459283
NY,2015,April,95.17845961
NY,2015,May,95.19112207
NY,2015,June,95.23809524
NY,2015,July,95.57260921
NY,2015,August,95.55683785
NY,2015,September,95.57823129
NY,2015,October,95.52661382
NY,2015,November,95.58412521
NY,2015,December,95.44950055
NY,2016,January,95.54347826
NY,2016,February,95.45691906
NY,2016,March,95.19716886
NY,2016,April,95.40918164
NY,2016,May,95.79831933
NY,2016,June,95.81712062
NY,2016,July,95.87332054
NY,2016,August,95.94912859
NY,2016,September,96.08756404
NY,2016,October,96.42693541
NY,2016,November,96.52996845
NY,2016,December,96.79715302
NY,2017,January,96.81083443
NY,2017,February,96.89820882
NY,2017,March,97.21149721
NY,2017,April,97.25675096
NY,2017,May,96.91795085
NY,2017,June,96.89288635
NY,2017,July,96.96356275
NY,2017,August,96.93795326
NY,2017,September,97.04025257
NY,2017,October,96.91333597
NY,2017,November,96.96121551
NY,2017,December,96.82539683
NY,2018,January,96.74085851
NY,2018,February,96.83313033
NY,2018,March,96.86307758
NY,2018,April,96.8641115
NY,2015,January,41
NY,2015,February,41
NY,2015,March,45
NY,2015,April,39
NY,2015,May,37
NY,2015,June,34
NY,2015,July,32
NY,2015,August,36
NY,2015,September,37
NY,2015,October,35
NY,2015,November,34
NY,2015,December,36
NY,2016,January,45
NY,2016,February,47
NY,2016,March,46
NY,2016,April,55
NY,2016,May,61
NY,2016,June,68
NY,2016,July,72
NY,2016,August,74
NY,2016,September,76
NY,2016,October,78
NY,2016,November,85
NY,2016,December,90
NY,2017,January,85
NY,2017,February,92
NY,2017,March,100
NY,2017,April,101
NY,2017,May,107
NY,2017,June,108
NY,2017,July,113
NY,2017,August,119
NY,2017,September,124
NY,2017,October,130
NY,2017,November,128
NY,2017,December,128
NY,2018,January,135
NY,2018,February,135
NY,2018,March,129
NY,2018,April,123
NY,2015,January,248
NY,2015,February,268
NY,2015,March,298
NY,2015,April,332
NY,2015,May,354
NY,2015,June,375
NY,2015,July,404
NY,2015,August,430
NY,2015,September,457
NY,2015,October,471
NY,2015,November,515
NY,2015,December,532
NY,2016,January,569
NY,2016,February,626
NY,2016,March,671
NY,2016,April,706
NY,2016,May,751
NY,2016,June,809
NY,2016,July,856
NY,2016,August,898
NY,2016,September,940
NY,2016,October,996
NY,2016,November,1038
NY,2016,December,1095
NY,2017,January,1160
NY,2017,February,1194
NY,2017,March,1246
NY,2017,April,1272
NY,2017,May,1339
NY,2017,June,1393
NY,2017,July,1431
NY,2017,August,1454
NY,2017,September,1505
NY,2017,October,1510
NY,2017,November,1499
NY,2017,December,1514
NY,2018,January,1505
NY,2018,February,1473
NY,2018,March,1423
NY,2018,April,1387
OH,2015,January,115935
OH,2015,February,116546
OH,2015,March,116925
OH,2015,April,117559
OH,2015,May,117995
OH,2015,June,118270
OH,2015,July,118593
OH,2015,August,118888
OH,2015,September,119011
OH,2015,October,119346
OH,2015,November,119284
OH,2015,December,118113
OH,2016,January,117030
OH,2016,February,117069
OH,2016,March,117453
OH,2016,April,117570
OH,2016,May,117613
OH,2016,June,117748
OH,2016,July,117836
OH,2016,August,117988
OH,2016,September,118330
OH,2016,October,118500
OH,2016,November,118749
OH,2016,December,119618
OH,2017,January,120604
OH,2017,February,121164
OH,2017,March,121682
OH,2017,April,121844
OH,2017,May,122146
OH,2017,June,122469
OH,2017,July,122640
OH,2017,August,122884
OH,2017,September,123097
OH,2017,October,123048
OH,2017,November,123335
OH,2017,December,123887
OH,2018,January,124950
OH,2018,February,124744
OH,2018,March,124150
OH,2018,April,124352
OH,2015,January,2829
OH,2015,February,2828
OH,2015,March,2843
OH,2015,April,2955
OH,2015,May,3054
OH,2015,June,3051
OH,2015,July,3128
OH,2015,August,3153
OH,2015,September,3196
OH,2015,October,3222
OH,2015,November,3298
OH,2015,December,3336
OH,2016,January,3398
OH,2016,February,3452
OH,2016,March,3542
OH,2016,April,3575
OH,2016,May,3606
OH,2016,June,3652
OH,2016,July,3763
OH,2016,August,3857
OH,2016,September,4000
OH,2016,October,4121
OH,2016,November,4211
OH,2016,December,4326
OH,2017,January,4502
OH,2017,February,4710
OH,2017,March,4788
OH,2017,April,4974
OH,2017,May,5144
OH,2017,June,5293
OH,2017,July,5290
OH,2017,August,5262
OH,2017,September,5258
OH,2017,October,5225
OH,2017,November,5210
OH,2017,December,5138
OH,2018,January,4933
OH,2018,February,4736
OH,2018,March,4628
OH,2018,April,4403
OK,2015,January,20
OK,2015,February,27
OK,2015,March,32
OK,2015,April,32
OK,2015,May,33
OK,2015,June,30
OK,2015,July,31
OK,2015,August,29
OK,2015,September,29
OK,2015,October,30
OK,2015,November,30
OK,2015,December,30
OK,2016,January,29
OK,2016,February,24
OK,2016,March,22
OK,2016,April,24
OK,2016,May,26
OK,2016,June,24
OK,2016,July,27
OK,2016,August,26
OK,2016,September,27
OK,2016,October,30
OK,2016,November,32
OK,2016,December,30
OK,2017,January,32
OK,2017,February,31
OK,2017,March,33
OK,2017,April,36
OK,2017,May,36
OK,2017,June,41
OK,2017,July,40
OK,2017,August,44
OK,2017,September,44
OK,2017,October,40
OK,2017,November,39
OK,2017,December,44
OK,2018,January,47
OK,2018,February,47
OK,2018,March,47
OK,2018,April,47
OK,2015,January,27
OK,2015,February,27
OK,2015,March,28
OK,2015,April,29
OK,2015,May,27
OK,2015,June,26
OK,2015,July,26
OK,2015,August,25
OK,2015,September,23
OK,2015,October,24
OK,2015,November,28
OK,2015,December,32
OK,2016,January,34
OK,2016,February,34
OK,2016,March,34
OK,2016,April,38
OK,2016,May,45
OK,2016,June,44
OK,2016,July,46
OK,2016,August,47
OK,2016,September,50
OK,2016,October,52
OK,2016,November,51
OK,2016,December,48
OK,2017,January,51
OK,2017,February,56
OK,2017,March,61
OK,2017,April,61
OK,2017,May,55
OK,2017,June,62
OK,2017,July,65
OK,2017,August,65
OK,2017,September,65
OK,2017,October,61
OK,2017,November,59
OK,2017,December,60
OK,2018,January,59
OK,2018,February,59
OK,2018,March,57
OK,2018,April,55
OK,2015,January,71
OK,2015,February,70
OK,2015,March,66
OK,2015,April,66
OK,2015,May,67
OK,2015,June,65
OK,2015,July,65
OK,2015,August,62
OK,2015,September,63
OK,2015,October,65
OK,2015,November,68
OK,2015,December,62
OK,2016,January,56
OK,2016,February,60
OK,2016,March,52
OK,2016,April,52
OK,2016,May,52
OK,2016,June,48
OK,2016,July,46
OK,2016,August,45
OK,2016,September,44
OK,2016,October,44
OK,2016,November,41
OK,2016,December,44
OK,2017,January,43
OK,2017,February,39
OK,2017,March,39
OK,2017,April,41
OK,2017,May,38
OK,2017,June,39
OK,2017,July,41
OK,2017,August,37
OK,2017,September,34
OK,2017,October,32
OK,2017,November,33
OK,2017,December,30
OK,2018,January,31
OK,2018,February,27
OK,2018,March,27
OK,2018,April,27
OK,2015,January,368
OK,2015,February,353
OK,2015,March,351
OK,2015,April,353
OK,2015,May,340
OK,2015,June,320
OK,2015,July,313
OK,2015,August,300
OK,2015,September,288
OK,2015,October,284
OK,2015,November,284
OK,2015,December,282
OK,2016,January,270
OK,2016,February,276
OK,2016,March,269
OK,2016,April,275
OK,2016,May,267
OK,2016,June,266
OK,2016,July,275
OK,2016,August,287
OK,2016,September,278
OK,2016,October,282
OK,2016,November,277
OK,2016,December,282
OK,2017,January,289
OK,2017,February,282
OK,2017,March,281
OK,2017,April,269
OK,2017,May,272
OK,2017,June,279
OK,2017,July,265
OK,2017,August,250
OK,2017,September,249
OK,2017,October,233
OK,2017,November,234
OK,2017,December,230
OK,2018,January,220
OK,2018,February,206
OK,2018,March,203
OK,2018,April,194
OK,2015,January,37788
OK,2015,February,37978
OK,2015,March,38043
OK,2015,April,38006
OK,2015,May,37987
OK,2015,June,38139
OK,2015,July,38193
OK,2015,August,38289
OK,2015,September,38243
OK,2015,October,38260
OK,2015,November,38278
OK,2015,December,38321
OK,2016,January,38029
OK,2016,February,37936
OK,2016,March,37812
OK,2016,April,37844
OK,2016,May,38008
OK,2016,June,37839
OK,2016,July,37797
OK,2016,August,37894
OK,2016,September,38045
OK,2016,October,38045
OK,2016,November,38040
OK,2016,December,38170
OK,2017,January,38344
OK,2017,February,38517
OK,2017,March,38616
OK,2017,April,38742
OK,2017,May,38683
OK,2017,June,38868
OK,2017,July,38995
OK,2017,August,39000
OK,2017,September,39064
OK,2017,October,39131
OK,2017,November,39286
OK,2017,December,39318
OK,2018,January,39830
OK,2018,February,39963
OK,2018,March,39898
OK,2018,April,39946
OK,2015,January,794
OK,2015,February,773
OK,2015,March,771
OK,2015,April,766
OK,2015,May,752
OK,2015,June,738
OK,2015,July,733
OK,2015,August,727
OK,2015,September,718
OK,2015,October,723
OK,2015,November,727
OK,2015,December,722
OK,2016,January,696
OK,2016,February,710
OK,2016,March,698
OK,2016,April,712
OK,2016,May,734
OK,2016,June,727
OK,2016,July,752
OK,2016,August,768
OK,2016,September,761
OK,2016,October,776
OK,2016,November,776
OK,2016,December,803
OK,2017,January,830
OK,2017,February,833
OK,2017,March,844
OK,2017,April,847
OK,2017,May,828
OK,2017,June,848
OK,2017,July,847
OK,2017,August,817
OK,2017,September,821
OK,2017,October,791
OK,2017,November,791
OK,2017,December,770
OK,2018,January,757
OK,2018,February,732
OK,2018,March,724
OK,2018,April,712
OK,2015,January,505
OK,2015,February,492
OK,2015,March,487
OK,2015,April,496
OK,2015,May,482
OK,2015,June,470
OK,2015,July,463
OK,2015,August,444
OK,2015,September,432
OK,2015,October,431
OK,2015,November,434
OK,2015,December,427
OK,2016,January,411
OK,2016,February,420
OK,2016,March,409
OK,2016,April,410
OK,2016,May,414
OK,2016,June,401
OK,2016,July,411
OK,2016,August,425
OK,2016,September,420
OK,2016,October,425
OK,2016,November,418
OK,2016,December,432
OK,2017,January,448
OK,2017,February,446
OK,2017,March,448
OK,2017,April,447
OK,2017,May,438
OK,2017,June,452
OK,2017,July,450
OK,2017,August,428
OK,2017,September,424
OK,2017,October,401
OK,2017,November,402
OK,2017,December,387
OK,2018,January,376
OK,2018,February,351
OK,2018,March,344
OK,2018,April,331
OK,2015,January,96.09571788
OK,2015,February,96.50711514
OK,2015,March,96.36835279
OK,2015,April,96.86684073
OK,2015,May,96.94148936
OK,2015,June,96.88346883
OK,2015,July,96.72578445
OK,2015,August,96.14855571
OK,2015,September,96.10027855
OK,2015,October,96.26556017
OK,2015,November,96.42365887
OK,2015,December,96.81440443
OK,2016,January,96.55172414
OK,2016,February,96.1971831
OK,2016,March,96.13180516
OK,2016,April,95.92696629
OK,2016,May,95.50408719
OK,2016,June,95.73590096
OK,2016,July,96.14361702
OK,2016,August,96.22395833
OK,2016,September,96.05781866
OK,2016,October,96.39175258
OK,2016,November,96.39175258
OK,2016,December,96.26400996
OK,2017,January,96.26506024
OK,2017,February,96.39855942
OK,2017,March,96.56398104
OK,2017,April,96.69421488
OK,2017,May,97.10144928
OK,2017,June,96.69811321
OK,2017,July,96.81227863
OK,2017,August,96.81762546
OK,2017,September,96.58952497
OK,2017,October,96.33375474
OK,2017,November,96.20733249
OK,2017,December,96.1038961
OK,2018,January,96.03698811
OK,2018,February,95.90163934
OK,2018,March,96.13259669
OK,2018,April,96.20786517
OK,2015,January,164
OK,2015,February,171
OK,2015,March,170
OK,2015,April,168
OK,2015,May,170
OK,2015,June,182
OK,2015,July,180
OK,2015,August,181
OK,2015,September,193
OK,2015,October,198
OK,2015,November,203
OK,2015,December,199
OK,2016,January,197
OK,2016,February,197
OK,2016,March,201
OK,2016,April,205
OK,2016,May,215
OK,2016,June,212
OK,2016,July,229
OK,2016,August,241
OK,2016,September,238
OK,2016,October,251
OK,2016,November,256
OK,2016,December,267
OK,2017,January,267
OK,2017,February,276
OK,2017,March,275
OK,2017,April,283
OK,2017,May,286
OK,2017,June,294
OK,2017,July,300
OK,2017,August,293
OK,2017,September,296
OK,2017,October,290
OK,2017,November,287
OK,2017,December,278
OK,2018,January,276
OK,2018,February,276
OK,2018,March,287
OK,2018,April,284
OK,2015,January,72
OK,2015,February,78
OK,2015,March,76
OK,2015,April,81
OK,2015,May,79
OK,2015,June,89
OK,2015,July,93
OK,2015,August,89
OK,2015,September,87
OK,2015,October,92
OK,2015,November,94
OK,2015,December,92
OK,2016,January,93
OK,2016,February,93
OK,2016,March,96
OK,2016,April,95
OK,2016,May,102
OK,2016,June,90
OK,2016,July,89
OK,2016,August,97
OK,2016,September,99
OK,2016,October,91
OK,2016,November,88
OK,2016,December,95
OK,2017,January,102
OK,2017,February,105
OK,2017,March,105
OK,2017,April,109
OK,2017,May,103
OK,2017,June,103
OK,2017,July,106
OK,2017,August,101
OK,2017,September,103
OK,2017,October,101
OK,2017,November,102
OK,2017,December,97
OK,2018,January,94
OK,2018,February,85
OK,2018,March,82
OK,2018,April,77
OR,2015,January,20
OR,2015,February,19
OR,2015,March,18
OR,2015,April,18
OR,2015,May,14
OR,2015,June,19
OR,2015,July,21
OR,2015,August,22
OR,2015,September,23
OR,2015,October,24
OR,2015,November,24
OR,2015,December,24
OR,2016,January,23
OR,2016,February,22
OR,2016,March,22
OR,2016,April,23
OR,2016,May,25
OR,2016,June,21
OR,2016,July,20
OR,2016,August,24
OR,2016,September,28
OR,2016,October,30
OR,2016,November,31
OR,2016,December,30
OR,2017,January,29
OR,2017,February,30
OR,2017,March,31
OR,2017,April,35
OR,2017,May,35
OR,2017,June,37
OR,2017,July,39
OR,2017,August,35
OR,2017,September,30
OR,2017,October,33
OR,2017,November,32
OR,2017,December,36
OR,2018,January,37
OR,2018,February,41
OR,2018,March,46
OR,2018,April,47
OR,2015,January,126
OR,2015,February,128
OR,2015,March,125
OR,2015,April,126
OR,2015,May,113
OR,2015,June,117
OR,2015,July,116
OR,2015,August,116
OR,2015,September,120
OR,2015,October,117
OR,2015,November,111
OR,2015,December,106
OR,2016,January,109
OR,2016,February,111
OR,2016,March,110
OR,2016,April,112
OR,2016,May,118
OR,2016,June,121
OR,2016,July,121
OR,2016,August,121
OR,2016,September,119
OR,2016,October,113
OR,2016,November,113
OR,2016,December,113
OR,2017,January,108
OR,2017,February,110
OR,2017,March,111
OR,2017,April,112
OR,2017,May,112
OR,2017,June,102
OR,2017,July,99
OR,2017,August,99
OR,2017,September,99
OR,2017,October,107
OR,2017,November,114
OR,2017,December,119
OR,2018,January,123
OR,2018,February,119
OR,2018,March,119
OR,2018,April,124
OR,2015,January,62
OR,2015,February,62
OR,2015,March,63
OR,2015,April,65
OR,2015,May,61
OR,2015,June,60
OR,2015,July,60
OR,2015,August,61
OR,2015,September,70
OR,2015,October,71
OR,2015,November,68
OR,2015,December,69
OR,2016,January,65
OR,2016,February,63
OR,2016,March,64
OR,2016,April,61
OR,2016,May,59
OR,2016,June,52
OR,2016,July,51
OR,2016,August,48
OR,2016,September,38
OR,2016,October,37
OR,2016,November,39
OR,2016,December,41
OR,2017,January,41
OR,2017,February,44
OR,2017,March,39
OR,2017,April,36
OR,2017,May,40
OR,2017,June,45
OR,2017,July,44
OR,2017,August,45
OR,2017,September,47
OR,2017,October,47
OR,2017,November,42
OR,2017,December,38
OR,2018,January,39
OR,2018,February,36
OR,2018,March,40
OR,2018,April,41
OR,2015,January,134
OR,2015,February,136
OR,2015,March,135
OR,2015,April,133
OR,2015,May,134
OR,2015,June,138
OR,2015,July,136
OR,2015,August,148
OR,2015,September,148
OR,2015,October,150
OR,2015,November,157
OR,2015,December,147
OR,2016,January,139
OR,2016,February,142
OR,2016,March,142
OR,2016,April,148
OR,2016,May,153
OR,2016,June,146
OR,2016,July,146
OR,2016,August,136
OR,2016,September,136
OR,2016,October,132
OR,2016,November,129
OR,2016,December,130
OR,2017,January,135
OR,2017,February,137
OR,2017,March,134
OR,2017,April,127
OR,2017,May,117
OR,2017,June,118
OR,2017,July,117
OR,2017,August,122
OR,2017,September,118
OR,2017,October,121
OR,2017,November,122
OR,2017,December,125
OR,2018,January,127
OR,2018,February,119
OR,2018,March,120
OR,2018,April,127
OR,2015,January,34412
OR,2015,February,34646
OR,2015,March,34773
OR,2015,April,34918
OR,2015,May,35158
OR,2015,June,35356
OR,2015,July,35470
OR,2015,August,35486
OR,2015,September,35565
OR,2015,October,35484
OR,2015,November,35629
OR,2015,December,35732
OR,2016,January,35523
OR,2016,February,35453
OR,2016,March,35596
OR,2016,April,35581
OR,2016,May,35469
OR,2016,June,35399
OR,2016,July,35468
OR,2016,August,35574
OR,2016,September,35547
OR,2016,October,35688
OR,2016,November,35668
OR,2016,December,35918
OR,2017,January,36546
OR,2017,February,36697
OR,2017,March,36637
OR,2017,April,36706
OR,2017,May,36826
OR,2017,June,36853
OR,2017,July,36883
OR,2017,August,36907
OR,2017,September,36847
OR,2017,October,36945
OR,2017,November,36863
OR,2017,December,36701
OR,2018,January,36419
OR,2018,February,36157
OR,2018,March,36280
OR,2018,April,36355
OR,2015,January,520
OR,2015,February,519
OR,2015,March,515
OR,2015,April,517
OR,2015,May,501
OR,2015,June,506
OR,2015,July,502
OR,2015,August,515
OR,2015,September,523
OR,2015,October,510
OR,2015,November,504
OR,2015,December,497
OR,2016,January,491
OR,2016,February,495
OR,2016,March,503
OR,2016,April,510
OR,2016,May,525
OR,2016,June,521
OR,2016,July,511
OR,2016,August,495
OR,2016,September,488
OR,2016,October,483
OR,2016,November,484
OR,2016,December,496
OR,2017,January,504
OR,2017,February,512
OR,2017,March,504
OR,2017,April,507
OR,2017,May,501
OR,2017,June,494
OR,2017,July,504
OR,2017,August,517
OR,2017,September,529
OR,2017,October,546
OR,2017,November,547
OR,2017,December,534
OR,2018,January,543
OR,2018,February,533
OR,2018,March,543
OR,2018,April,549
OR,2015,January,340
OR,2015,February,343
OR,2015,March,339
OR,2015,April,341
OR,2015,May,326
OR,2015,June,335
OR,2015,July,331
OR,2015,August,344
OR,2015,September,351
OR,2015,October,347
OR,2015,November,340
OR,2015,December,328
OR,2016,January,323
OR,2016,February,330
OR,2016,March,329
OR,2016,April,332
OR,2016,May,344
OR,2016,June,333
OR,2016,July,330
OR,2016,August,317
OR,2016,September,310
OR,2016,October,303
OR,2016,November,306
OR,2016,December,306
OR,2017,January,309
OR,2017,February,316
OR,2017,March,313
OR,2017,April,311
OR,2017,May,310
OR,2017,June,314
OR,2017,July,315
OR,2017,August,323
OR,2017,September,325
OR,2017,October,337
OR,2017,November,339
OR,2017,December,344
OR,2018,January,350
OR,2018,February,335
OR,2018,March,343
OR,2018,April,351
OR,2015,January,92.69230769
OR,2015,February,92.87090559
OR,2015,March,92.62135922
OR,2015,April,92.45647969
OR,2015,May,92.81437126
OR,2015,June,93.67588933
OR,2015,July,93.62549801
OR,2015,August,93.39805825
OR,2015,September,94.07265774
OR,2015,October,94.31372549
OR,2015,November,95.03968254
OR,2015,December,95.57344064
OR,2016,January,95.51934827
OR,2016,February,95.95959596
OR,2016,March,96.22266402
OR,2016,April,96.66666667
OR,2016,May,96.38095238
OR,2016,June,95.77735125
OR,2016,July,96.08610568
OR,2016,August,96.16161616
OR,2016,September,95.49180328
OR,2016,October,95.23809524
OR,2016,November,95.45454545
OR,2016,December,95.16129032
OR,2017,January,95.43650794
OR,2017,February,95.3125
OR,2017,March,94.84126984
OR,2017,April,94.47731755
OR,2017,May,95.00998004
OR,2017,June,95.1417004
OR,2017,July,95.03968254
OR,2017,August,95.74468085
OR,2017,September,96.21928166
OR,2017,October,96.15384615
OR,2017,November,96.34369287
OR,2017,December,96.62921348
OR,2018,January,96.50092081
OR,2018,February,96.62288931
OR,2018,March,96.86924494
OR,2018,April,96.90346084
OR,2015,January,107
OR,2015,February,102
OR,2015,March,100
OR,2015,April,99
OR,2015,May,106
OR,2015,June,112
OR,2015,July,114
OR,2015,August,116
OR,2015,September,118
OR,2015,October,118
OR,2015,November,116
OR,2015,December,124
OR,2016,January,129
OR,2016,February,135
OR,2016,March,143
OR,2016,April,143
OR,2016,May,141
OR,2016,June,145
OR,2016,July,142
OR,2016,August,140
OR,2016,September,138
OR,2016,October,138
OR,2016,November,141
OR,2016,December,149
OR,2017,January,150
OR,2017,February,155
OR,2017,March,153
OR,2017,April,156
OR,2017,May,161
OR,2017,June,149
OR,2017,July,152
OR,2017,August,164
OR,2017,September,174
OR,2017,October,182
OR,2017,November,186
OR,2017,December,175
OR,2018,January,185
OR,2018,February,182
OR,2018,March,183
OR,2018,April,195
OR,2015,January,32
OR,2015,February,29
OR,2015,March,29
OR,2015,April,32
OR,2015,May,31
OR,2015,June,34
OR,2015,July,35
OR,2015,August,36
OR,2015,September,36
OR,2015,October,38
OR,2015,November,33
OR,2015,December,33
OR,2016,January,32
OR,2016,February,37
OR,2016,March,40
OR,2016,April,39
OR,2016,May,41
OR,2016,June,39
OR,2016,July,37
OR,2016,August,39
OR,2016,September,40
OR,2016,October,40
OR,2016,November,43
OR,2016,December,41
OR,2017,January,42
OR,2017,February,42
OR,2017,March,42
OR,2017,April,49
OR,2017,May,56
OR,2017,June,64
OR,2017,July,74
OR,2017,August,77
OR,2017,September,79
OR,2017,October,82
OR,2017,November,84
OR,2017,December,86
OR,2018,January,91
OR,2018,February,93
OR,2018,March,99
OR,2018,April,98
PA,2015,January,131628
PA,2015,February,132673
PA,2015,March,133628
PA,2015,April,134004
PA,2015,May,134018
PA,2015,June,134081
PA,2015,July,134020
PA,2015,August,134230
PA,2015,September,134427
PA,2015,October,134598
PA,2015,November,134286
PA,2015,December,133734
PA,2016,January,132350
PA,2016,February,131948
PA,2016,March,131584
PA,2016,April,131585
PA,2016,May,131231
PA,2016,June,131297
PA,2016,July,131526
PA,2016,August,131999
PA,2016,September,132286
PA,2016,October,132591
PA,2016,November,133350
PA,2016,December,134523
PA,2017,January,135315
PA,2017,February,135706
PA,2017,March,136258
PA,2017,April,136415
PA,2017,May,136837
PA,2017,June,137343
PA,2017,July,137330
PA,2017,August,137325
PA,2017,September,137469
PA,2017,October,137268
PA,2017,November,136995
PA,2017,December,137018
PA,2018,January,137499
PA,2018,February,137398
PA,2018,March,136946
PA,2018,April,137058
PA,2015,January,2788
PA,2015,February,2815
PA,2015,March,2836
PA,2015,April,2862
PA,2015,May,2878
PA,2015,June,2964
PA,2015,July,3012
PA,2015,August,3075
PA,2015,September,3131
PA,2015,October,3203
PA,2015,November,3250
PA,2015,December,3263
PA,2016,January,3269
PA,2016,February,3414
PA,2016,March,3526
PA,2016,April,3601
PA,2016,May,3632
PA,2016,June,3657
PA,2016,July,3797
PA,2016,August,3890
PA,2016,September,4030
PA,2016,October,4158
PA,2016,November,4358
PA,2016,December,4648
PA,2017,January,4875
PA,2017,February,4960
PA,2017,March,5107
PA,2017,April,5220
PA,2017,May,5386
PA,2017,June,5508
PA,2017,July,5573
PA,2017,August,5695
PA,2017,September,5697
PA,2017,October,5642
PA,2017,November,5586
PA,2017,December,5434
PA,2018,January,5296
PA,2018,February,5124
PA,2018,March,4960
PA,2018,April,4871
RI,2015,January,70
RI,2015,February,69
RI,2015,March,74
RI,2015,April,71
RI,2015,May,75
RI,2015,June,80
RI,2015,July,90
RI,2015,August,92
RI,2015,September,93
RI,2015,October,90
RI,2015,November,86
RI,2015,December,90
RI,2016,January,85
RI,2016,February,93
RI,2016,March,94
RI,2016,April,101
RI,2016,May,99
RI,2016,June,100
RI,2016,July,96
RI,2016,August,99
RI,2016,September,104
RI,2016,October,107
RI,2016,November,119
RI,2016,December,120
RI,2017,January,121
RI,2017,February,115
RI,2017,March,118
RI,2017,April,116
RI,2017,May,111
RI,2017,June,109
RI,2017,July,112
RI,2017,August,110
RI,2017,September,107
RI,2017,October,110
RI,2017,November,106
RI,2017,December,112
RI,2018,January,109
RI,2018,February,106
RI,2018,March,104
RI,2018,April,104
RI,2015,January,71
RI,2015,February,73
RI,2015,March,78
RI,2015,April,76
RI,2015,May,71
RI,2015,June,73
RI,2015,July,73
RI,2015,August,67
RI,2015,September,67
RI,2015,October,60
RI,2015,November,58
RI,2015,December,51
RI,2016,January,47
RI,2016,February,45
RI,2016,March,41
RI,2016,April,40
RI,2016,May,40
RI,2016,June,38
RI,2016,July,35
RI,2016,August,35
RI,2016,September,32
RI,2016,October,29
RI,2016,November,28
RI,2016,December,25
RI,2017,January,23
RI,2017,February,20
RI,2017,March,19
RI,2017,April,20
RI,2017,May,18
RI,2017,June,16
RI,2017,July,14
RI,2017,August,12
RI,2017,September,12
RI,2017,October,13
RI,2017,November,11
RI,2017,December,12
RI,2018,January,12
RI,2018,February,11
RI,2018,March,11
RI,2018,April,11
RI,2015,January,27
RI,2015,February,28
RI,2015,March,31
RI,2015,April,31
RI,2015,May,33
RI,2015,June,32
RI,2015,July,30
RI,2015,August,31
RI,2015,September,34
RI,2015,October,35
RI,2015,November,36
RI,2015,December,31
